gene_id,E2_rep1,E2_rep2,untr_rep1,untr_rep2
ENSG00000255330.4,0,0,0,0
ENSG00000115268.5,1526,1148,3202,3113
ENSG00000188394.6,0,2,2,2
ENSG00000204393.3,2,1,4,3
ENSG00000242173.4,15,41,42,102
ENSG00000185751.4,0,0,1,0
ENSG00000139988.5,6,9,5,11
ENSG00000018189.8,272,346,392,239
ENSG00000113946.3,2,2,2,5
ENSG00000103067.7,7778,6051,5598,4894
ENSG00000139656.5,0,2,0,5
ENSG00000165617.10,0,0,1,1
ENSG00000104998.2,65,66,74,61
ENSG00000141858.7,1186,1212,1081,1083
ENSG00000158869.6,0,5,5,10
ENSG00000105784.11,42,32,25,63
ENSG00000135476.7,2247,1824,1935,1816
ENSG00000082068.4,594,527,532,502
ENSG00000175390.8,1443,1016,1259,1015
ENSG00000137948.14,13,12,20,5
ENSG00000143727.11,1375,1171,987,1210
ENSG00000186723.2,1,1,0,0
ENSG00000141433.8,0,0,0,0
ENSG00000172320.2,0,0,0,0
ENSG00000196655.5,912,514,595,660
ENSG00000142676.8,9054,7429,8109,6625
ENSG00000187980.6,1,1,0,1
ENSG00000139874.5,1,1,2,4
ENSG00000173157.12,6,4,4,8
ENSG00000263588.1,0,1,0,1
ENSG00000119640.4,353,289,358,263
ENSG00000087087.14,4574,3309,3795,2793
ENSG00000145241.6,530,438,442,441
ENSG00000148175.8,1466,1429,1466,1471
ENSG00000121851.8,316,297,388,309
ENSG00000116213.11,294,284,630,232
ENSG00000154016.9,3,2,2,3
ENSG00000108788.7,841,704,701,548
ENSG00000159167.7,877,771,259,245
ENSG00000113594.5,319,213,290,297
ENSG00000168530.11,0,1,0,0
ENSG00000167881.10,1733,1454,2874,1209
ENSG00000144026.7,137,73,110,136
ENSG00000163702.14,561,489,539,468
ENSG00000185220.7,420,347,360,242
ENSG00000235162.4,640,636,459,565
ENSG00000139211.5,627,557,926,815
ENSG00000106665.11,20,10,39,15
ENSG00000216937.7,126,53,0,48
ENSG00000079819.12,847,745,524,541
ENSG00000155011.4,23,23,24,28
ENSG00000044524.6,967,1026,838,874
ENSG00000074276.6,221,186,156,132
ENSG00000131747.10,6176,5433,5392,4578
ENSG00000111780.8,55,51,72,164
ENSG00000115317.7,265,214,174,130
ENSG00000170927.10,16,11,10,19
ENSG00000188312.9,1222,1312,945,511
ENSG00000134193.10,1,2,1,2
ENSG00000227268.3,57,41,54,68
ENSG00000269686.1,0,0,0,0
ENSG00000170917.9,25,18,38,21
ENSG00000171928.9,686,630,556,523
ENSG00000162227.3,467,399,405,440
ENSG00000143184.4,2,3,2,3
ENSG00000262601.1,43,41,29,25
ENSG00000118308.10,3,3,3,5
ENSG00000183785.10,0,0,12,7
ENSG00000186226.7,0,0,0,1
ENSG00000163737.3,0,0,0,0
ENSG00000197408.4,5,3,4,3
ENSG00000121552.3,3361,2733,2814,2661
ENSG00000134061.4,2,0,1,4
ENSG00000114062.13,1578,1378,1334,1225
ENSG00000139719.5,965,886,872,735
ENSG00000144029.7,1089,998,906,739
ENSG00000136643.7,124,95,155,128
ENSG00000166825.9,5,6,4,9
ENSG00000138735.11,427,559,175,429
ENSG00000172995.12,6,8,7,11
ENSG00000130803.10,1006,882,742,626
ENSG00000256892.1,0,0,1,0
ENSG00000155906.12,1487,1458,1335,1424
ENSG00000163378.9,371,387,388,361
ENSG00000159917.10,143,41,46,36
ENSG00000100150.12,183,173,158,141
ENSG00000100979.10,30,22,28,15
ENSG00000171631.10,106,104,132,119
ENSG00000090512.7,1,1,0,0
ENSG00000131845.10,185,254,196,154
ENSG00000133195.7,1175,1023,964,959
ENSG00000134247.9,6040,5074,4507,4230
ENSG00000258728.1,13,4,21,28
ENSG00000167755.9,10,14,15,19
ENSG00000166896.3,183,156,157,154
ENSG00000047410.9,6301,5528,5807,9153
ENSG00000167676.3,247,189,77,54
ENSG00000153230.4,0,0,0,0
ENSG00000196660.6,12,11,11,19
ENSG00000169174.9,2,1,1,2
ENSG00000140379.7,6,5,5,5
ENSG00000162771.6,0,0,0,1
ENSG00000232941.1,0,0,0,0
ENSG00000178605.8,627,504,489,306
ENSG00000228696.4,55,132,49,85
ENSG00000102007.6,1365,1104,1180,1033
ENSG00000138614.10,1066,928,917,860
ENSG00000109220.6,98,77,112,42
ENSG00000101365.16,1034,897,908,874
ENSG00000161973.6,1,1,0,1
ENSG00000104881.10,1379,1059,707,993
ENSG00000180447.5,5,1,3,6
ENSG00000185128.11,225,162,202,139
ENSG00000124151.14,32191,29423,35545,35323
ENSG00000111602.7,4480,3707,4246,3699
ENSG00000091140.8,3880,3375,3502,3455
ENSG00000011332.15,39,62,42,42
ENSG00000165807.3,6,3,6,4
ENSG00000159459.7,224,308,252,218
ENSG00000164611.8,433,401,427,354
ENSG00000189143.8,10547,8567,9497,53
ENSG00000204149.5,263,172,178,156
ENSG00000048162.15,1522,1096,390,304
ENSG00000064102.10,907,865,646,676
ENSG00000012779.6,7,4,7,9
ENSG00000115685.10,1184,989,989,905
ENSG00000167768.4,0,0,0,0
ENSG00000188211.4,240,186,162,198
ENSG00000151131.5,451,301,725,657
ENSG00000119396.6,8810,5369,4883,3820
ENSG00000071189.17,1522,1312,954,1280
ENSG00000114982.13,2104,1417,1917,1498
ENSG00000156219.12,10,8,7,10
ENSG00000240344.4,153,197,224,116
ENSG00000175874.5,10,9,10,3
ENSG00000133135.9,24,27,20,34
ENSG00000130649.5,9,3,6,8
ENSG00000224689.3,11,12,12,10
ENSG00000168439.12,8891,7196,6681,6068
ENSG00000169035.7,7,6,7,5
ENSG00000146409.6,10,10,14,7
ENSG00000155229.16,1302,1067,932,811
ENSG00000001626.10,28,25,41,57
ENSG00000023228.9,2707,2479,2530,2206
ENSG00000111275.8,1,1,1,2
ENSG00000184144.5,4,9,2,10
ENSG00000100029.13,2270,1742,1458,1235
ENSG00000157349.11,1311,1082,1141,1016
ENSG00000105668.3,18,15,16,17
ENSG00000100162.10,370,305,317,257
ENSG00000158445.7,14,20,15,29
ENSG00000222009.4,12,9,11,6
ENSG00000119471.10,657,456,461,440
ENSG00000173626.5,1,1,2,1
ENSG00000197818.7,1223,1157,962,1015
ENSG00000133488.10,3,2,2,2
ENSG00000005075.11,1573,1352,1282,1246
ENSG00000110693.11,75,86,96,19
ENSG00000156599.6,2380,1947,1870,1580
ENSG00000213654.5,0,0,0,0
ENSG00000122482.16,683,611,869,564
ENSG00000146021.10,8,9,6,12
ENSG00000047617.10,11,11,10,26
ENSG00000205693.3,3,5,6,4
ENSG00000120694.15,5368,4769,3610,3383
ENSG00000230453.5,71,73,46,66
ENSG00000175894.10,3,0,65,0
ENSG00000172260.9,483,424,395,380
ENSG00000126010.5,16,22,3,3
ENSG00000132300.14,1519,1476,1118,1025
ENSG00000259128.1,0,0,0,0
ENSG00000185002.5,1,2,1,3
ENSG00000260548.1,0,1,0,2
ENSG00000110906.8,2133,1707,1373,1682
ENSG00000164855.11,1804,1010,1381,1311
ENSG00000182667.10,160,147,47,69
ENSG00000131142.9,1,2,1,2
ENSG00000100197.16,29,19,22,16
ENSG00000138041.11,2359,2059,1900,1915
ENSG00000091129.15,6209,5695,4916,4530
ENSG00000179869.10,9,9,9,18
ENSG00000204645.4,1,0,0,1
ENSG00000197919.3,0,0,0,1
ENSG00000197353.3,10,4,5,5
ENSG00000072571.15,347,319,396,408
ENSG00000198780.7,203,196,184,187
ENSG00000171729.9,196,303,192,139
ENSG00000186453.8,2,3,3,3
ENSG00000132305.16,2034,1808,1721,1567
ENSG00000119574.8,464,387,292,302
ENSG00000198788.7,5,24,15,12
ENSG00000187398.7,28,23,25,28
ENSG00000215612.5,1,2,1,0
ENSG00000115844.6,31,31,23,36
ENSG00000164176.8,116,86,76,83
ENSG00000130830.10,1044,935,917,844
ENSG00000229117.4,1083,963,837,786
ENSG00000107249.17,15,15,17,9
ENSG00000198173.3,9,9,11,9
ENSG00000180902.12,524,693,719,512
ENSG00000189167.7,7,5,16,7
ENSG00000057149.10,0,1,0,0
ENSG00000171992.8,212,113,156,149
ENSG00000108839.7,3,0,0,0
ENSG00000175003.8,12,18,13,13
ENSG00000189132.5,1,1,0,1
ENSG00000075461.5,11705,9929,7729,6332
ENSG00000146842.12,769,463,610,642
ENSG00000203817.5,159,122,138,138
ENSG00000102572.10,3396,1956,2261,2228
ENSG00000163530.4,4,2,5,3
ENSG00000131558.10,2638,1958,1832,2049
ENSG00000072110.9,4564,3886,3909,3393
ENSG00000101161.6,5457,4159,4815,4082
ENSG00000128714.5,0,0,0,0
ENSG00000052841.10,1436,1398,1124,1028
ENSG00000186130.4,709,765,691,713
ENSG00000164485.10,2,1,1,2
ENSG00000146007.6,3637,2812,2971,2414
ENSG00000167962.8,2016,1648,1286,1075
ENSG00000196409.7,12,9,10,11
ENSG00000138375.8,161,123,114,174
ENSG00000006606.4,10,7,6,11
ENSG00000089127.8,474,537,586,541
ENSG00000204882.3,7,7,5,3
ENSG00000224420.3,102,9,33,8
ENSG00000058804.10,961,826,715,722
ENSG00000175054.10,1859,1717,1486,1425
ENSG00000148798.5,1,2,1,4
ENSG00000132950.14,470,301,535,494
ENSG00000105880.4,0,0,0,2
ENSG00000105472.8,69,81,61,54
ENSG00000197444.5,51,41,30,47
ENSG00000068438.10,744,391,423,415
ENSG00000174720.11,957,871,808,804
ENSG00000158480.6,1890,1626,1247,1234
ENSG00000137440.3,0,0,1,1
ENSG00000161509.9,102,90,111,100
ENSG00000168811.2,24,19,4,4
ENSG00000183038.9,1,1,1,1
ENSG00000110696.5,3085,2142,2326,2014
ENSG00000136720.6,158,1647,1363,1247
ENSG00000176294.3,0,0,0,0
ENSG00000164434.7,2,0,0,0
ENSG00000137962.8,166,197,241,232
ENSG00000230657.2,1,0,0,1
ENSG00000176624.9,1026,1022,749,902
ENSG00000159445.8,357,293,287,257
ENSG00000214029.3,86,61,35,47
ENSG00000261086.1,6,3,3,6
ENSG00000167987.6,2540,1969,2338,2240
ENSG00000070444.10,466,387,471,350
ENSG00000203684.5,6,4,4,4
ENSG00000074803.13,9,8,8,13
ENSG00000171097.9,21,11,16,14
ENSG00000107779.7,980,836,921,896
ENSG00000206532.2,38,31,41,32
ENSG00000066697.10,363,376,227,284
ENSG00000106484.10,1523,1323,1323,1133
ENSG00000124155.12,3224,2492,2597,2348
ENSG00000104885.13,2593,2196,1503,1410
ENSG00000183273.2,27,25,27,23
ENSG00000090020.6,2811,2176,2771,2500
ENSG00000119865.4,1,3,1,5
ENSG00000182613.1,0,0,0,0
ENSG00000068885.10,229,257,232,209
ENSG00000141150.3,45,20,27,26
ENSG00000071553.12,8481,7079,7117,6469
ENSG00000128510.6,3,2,1,5
ENSG00000168918.9,13,13,10,10
ENSG00000184787.14,3490,2929,2347,1941
ENSG00000154803.8,815,694,755,579
ENSG00000133983.10,1094,948,949,944
ENSG00000267114.1,5,10,19,14
ENSG00000269267.1,0,0,0,0
ENSG00000188707.4,190,145,61,196
ENSG00000178878.8,4,4,4,4
ENSG00000115902.6,156,148,131,94
ENSG00000108671.5,2761,2303,2296,2034
ENSG00000174804.3,32,420,32,608
ENSG00000185972.4,0,0,0,0
ENSG00000183762.8,92,76,158,79
ENSG00000117758.9,1232,1082,1035,998
ENSG00000174373.11,747,804,640,828
ENSG00000184507.11,1,2,1,2
ENSG00000269018.1,0,0,0,0
ENSG00000188000.2,1,1,1,1
ENSG00000135736.5,41,11,29,26
ENSG00000125831.5,0,0,0,0
ENSG00000100288.15,311,191,296,266
ENSG00000268275.1,0,0,0,0
ENSG00000163947.7,92,107,61,23
ENSG00000010327.6,2,3,1,1
ENSG00000107890.12,310,174,268,256
ENSG00000142552.3,16,8,5,7
ENSG00000136897.6,914,785,701,616
ENSG00000213213.9,91,132,293,40
ENSG00000222046.2,6,15,5,7
ENSG00000086288.7,1,0,0,1
ENSG00000138071.9,9731,8849,8309,8280
ENSG00000156642.12,3206,2358,2576,2182
ENSG00000175893.7,1006,1029,993,991
ENSG00000137494.9,532,220,216,308
ENSG00000142867.8,329,307,278,279
ENSG00000149925.12,32756,26455,26686,23986
ENSG00000128567.12,1954,2041,1369,810
ENSG00000176907.3,10,9,12,12
ENSG00000271321.1,43,37,47,42
ENSG00000141582.10,2369,2136,2481,2116
ENSG00000259518.1,2,2,1,1
ENSG00000171130.13,722,726,879,750
ENSG00000101940.13,887,767,701,652
ENSG00000081138.9,31,24,22,21
ENSG00000179938.11,2,1,2,2
ENSG00000144959.5,391,407,905,497
ENSG00000135747.7,86,81,84,91
ENSG00000124507.6,957,765,844,766
ENSG00000167580.3,1,2,0,2
ENSG00000054983.12,611,634,687,486
ENSG00000112200.12,642,1040,703,775
ENSG00000148803.7,10,7,21,15
ENSG00000213494.5,0,9,1,3
ENSG00000205111.4,4,7,6,8
ENSG00000109775.6,296,218,227,219
ENSG00000114999.7,931,718,211,541
ENSG00000189050.10,36,46,51,60
ENSG00000163798.9,488,399,449,383
ENSG00000160124.5,245,249,199,207
ENSG00000101236.12,292,348,510,439
ENSG00000134365.8,1,1,2,4
ENSG00000184343.6,42,16,90,5
ENSG00000231738.6,1,0,0,0
ENSG00000179111.4,0,0,0,0
ENSG00000090447.7,744,706,298,283
ENSG00000113360.12,2012,1782,1640,1524
ENSG00000153066.8,923,737,859,713
ENSG00000186265.5,4,3,3,4
ENSG00000197614.6,19,16,18,16
ENSG00000129562.6,1496,1337,1263,1175
ENSG00000138767.8,950,312,926,973
ENSG00000149651.3,0,1,0,0
ENSG00000168887.6,113,57,86,80
ENSG00000159228.8,253,198,448,170
ENSG00000170325.10,459,426,467,432
ENSG00000258643.1,765,602,653,31
ENSG00000111196.5,289,253,243,239
ENSG00000100344.6,35,1,1,23
ENSG00000086717.14,46,22,41,26
ENSG00000184281.10,435,342,267,290
ENSG00000183207.8,2241,1780,1803,1484
ENSG00000128881.12,1559,100,87,88
ENSG00000184731.5,341,371,707,684
ENSG00000169429.6,15,24,9,11
ENSG00000108094.10,1642,1471,1448,1443
ENSG00000156467.5,3388,2362,2876,2691
ENSG00000256566.1,10,1,1,7
ENSG00000110887.3,3,4,4,9
ENSG00000162959.9,431,398,565,352
ENSG00000121871.3,0,0,0,2
ENSG00000008710.13,2965,2225,2057,2064
ENSG00000187569.2,1,1,2,1
ENSG00000152242.6,1375,1399,892,890
ENSG00000110203.4,3,2,1,3
ENSG00000100109.12,690,525,607,567
ENSG00000224870.3,363,348,357,269
ENSG00000204308.6,0,0,0,1
ENSG00000100473.11,57,36,47,33
ENSG00000176809.6,91,75,37,52
ENSG00000133561.11,1,0,0,1
ENSG00000198353.6,118,36,145,77
ENSG00000169856.7,12,16,9,17
ENSG00000070087.9,5299,2564,6154,2747
ENSG00000183206.12,2,2,3,2
ENSG00000268632.1,0,0,0,0
ENSG00000147459.13,1461,1220,1299,1269
ENSG00000272268.1,0,1,2,1
ENSG00000163501.6,2,2,0,2
ENSG00000121577.9,4,3,3,4
ENSG00000132801.5,267,240,370,304
ENSG00000166086.8,130,116,106,95
ENSG00000033178.8,1644,1694,1207,1040
ENSG00000129116.13,4223,3235,6174,5477
ENSG00000166710.13,5503,5223,5597,5284
ENSG00000126012.7,6291,5053,5135,4544
ENSG00000196422.6,1523,1060,1086,1054
ENSG00000198877.1,0,0,0,0
ENSG00000183570.12,530,550,449,493
ENSG00000164690.3,61,79,11,6
ENSG00000151715.3,367,322,435,415
ENSG00000258405.5,9,12,7,8
ENSG00000107614.17,12,52,34,35
ENSG00000154447.10,713,491,989,916
ENSG00000163833.6,6,4,2,6
ENSG00000149798.3,243,210,141,120
ENSG00000204022.5,3,1,1,0
ENSG00000149927.13,37,48,15,25
ENSG00000135502.12,5,88,8,42
ENSG00000062598.13,1126,1040,1017,876
ENSG00000133027.13,1021,806,845,697
ENSG00000052795.8,994,869,523,536
ENSG00000111785.14,290,412,330,435
ENSG00000163064.6,1,0,0,2
ENSG00000203832.6,261,276,726,296
ENSG00000116285.8,1022,1056,384,764
ENSG00000141441.11,3398,3060,3150,3674
ENSG00000140848.12,218,108,155,149
ENSG00000184945.9,0,0,0,0
ENSG00000183605.12,631,589,529,485
ENSG00000119912.11,1880,1729,1632,1628
ENSG00000091127.9,2276,2060,1245,1109
ENSG00000137561.4,11,14,10,13
ENSG00000188958.5,62,1,2,58
ENSG00000118007.8,1657,1651,1302,1560
ENSG00000126562.12,5,11,9,9
ENSG00000125977.6,2284,2101,1940,3209
ENSG00000173077.10,5,6,3,19
ENSG00000002745.8,57,28,3,3
ENSG00000143742.8,3737,3597,3325,3273
ENSG00000115935.12,25,19,5,21
ENSG00000113441.11,2337,2393,2324,2428
ENSG00000260851.2,73,71,66,88
ENSG00000183647.6,61,62,80,54
ENSG00000170890.9,1,1,1,0
ENSG00000090266.8,2054,1837,1685,1625
ENSG00000184478.6,0,0,0,0
ENSGR0000197976.6,500,384,330,362
ENSG00000182934.7,1742,1374,2145,1241
ENSG00000100207.14,1687,1330,458,910
ENSG00000269464.1,0,0,0,0
ENSG00000151967.14,9,8,6,33
ENSG00000152620.8,715,599,602,763
ENSG00000143106.8,4845,3424,4197,3439
ENSG00000113916.13,476,234,205,392
ENSG00000254019.1,3,0,0,0
ENSG00000156787.12,224,218,299,178
ENSG00000142611.12,40,45,51,78
ENSG00000118491.7,9,6,4,5
ENSG00000204577.7,0,0,0,47
ENSG00000113569.11,1696,1391,1476,1230
ENSG00000242852.2,3,21,4,5
ENSG00000161277.9,126,171,99,68
ENSG00000134490.9,110,69,2380,170
ENSG00000150244.8,0,0,0,0
ENSG00000180269.7,67,50,72,42
ENSG00000176720.3,350,465,419,356
ENSG00000171793.9,1793,1479,1379,1058
ENSG00000177875.3,5,3,1,7
ENSG00000161395.8,499,370,397,386
ENSG00000212127.5,47,78,39,7
ENSG00000221931.2,0,0,0,0
ENSG00000168701.14,855,720,716,604
ENSG00000158711.9,3041,3008,2535,2437
ENSG00000162378.8,1523,1340,1344,888
ENSG00000196367.8,8196,6859,6913,6200
ENSG00000119906.7,1763,1672,1600,1565
ENSG00000167617.2,49,92,61,56
ENSG00000060491.12,2826,2449,2170,2046
ENSG00000147439.7,314,356,277,384
ENSG00000143374.10,1113,878,1058,972
ENSG00000143921.6,3,1,2,6
ENSG00000104972.10,0,0,0,0
ENSG00000165115.10,166,167,217,197
ENSG00000203690.7,1,1,0,2
ENSG00000126759.8,25,21,15,12
ENSG00000135905.14,473,492,401,528
ENSG00000108255.3,3,2,2,6
ENSG00000152291.9,3391,3054,3633,3176
ENSG00000125820.5,0,0,0,1
ENSG00000172530.15,487,379,447,190
ENSG00000089050.10,598,529,489,177
ENSG00000170835.10,18,14,18,12
ENSG00000173039.14,2042,1869,1666,1508
ENSG00000155897.5,6,4,3,11
ENSG00000254979.1,0,0,0,0
ENSG00000102390.6,1269,1029,1071,940
ENSG00000176422.10,403,328,329,299
ENSG00000145916.14,1946,1559,1772,1532
ENSG00000139173.5,178,210,171,157
ENSG00000002746.10,71,58,56,58
ENSG00000196652.7,191,218,348,249
ENSG00000161381.9,57,28,55,62
ENSG00000179292.4,12,3,3,3
ENSG00000204904.3,4,3,7,7
ENSG00000198729.4,17,30,20,22
ENSG00000179165.9,5,5,4,4
ENSG00000245317.2,24,19,27,33
ENSG00000174197.12,2689,2278,1480,1661
ENSG00000182326.10,8,14,5,20
ENSG00000227234.1,1,1,0,1
ENSG00000169683.3,633,489,1150,479
ENSG00000198783.4,13,4,7,12
ENSG00000165496.3,4,4,3,4
ENSG00000112855.10,1224,1088,965,887
ENSG00000168746.6,1,2,2,1
ENSG00000175121.7,1,0,0,0
ENSG00000145715.10,1143,1131,1060,1149
ENSG00000100626.12,50,61,61,48
ENSG00000167360.4,0,0,0,0
ENSG00000182372.6,1458,1209,1333,950
ENSG00000171428.9,204,219,309,277
ENSG00000249751.1,4,2,2,7
ENSG00000241127.3,102,89,80,65
ENSG00000139517.6,1337,1323,1238,1100
ENSG00000166164.11,1183,939,1017,848
ENSG00000145246.9,33,11,31,62
ENSG00000119682.12,2704,2036,1879,1739
ENSG00000243135.1,2,4,0,2
ENSG00000120029.8,915,830,895,759
ENSG00000187242.4,1,4,3,5
ENSG00000174307.5,1233,1045,1409,1427
ENSG00000072657.4,17,12,12,24
ENSG00000244731.3,1,1,1,2
ENSG00000148965.4,0,1,1,0
ENSG00000171408.9,16,18,18,41
ENSG00000115221.6,738,489,589,608
ENSG00000184979.9,363,298,389,352
ENSG00000055955.11,2,3,1,2
ENSG00000182004.8,2334,1926,1991,1687
ENSG00000139579.8,777,620,629,621
ENSG00000164404.4,17,9,12,11
ENSG00000142252.6,136,179,127,131
ENSG00000137070.13,5,6,12,14
ENSG00000161692.13,136,115,195,92
ENSG00000111684.6,151,273,308,270
ENSG00000113805.8,13,8,4,12
ENSG00000102057.5,45,31,29,40
ENSG00000165060.7,169,131,78,52
ENSG00000187800.9,2,1,2,5
ENSG00000184040.7,3,2,1,2
ENSG00000171243.7,2,1,5,4
ENSG00000080823.17,59,114,102,84
ENSG00000205517.8,22,24,28,9
ENSG00000173200.8,7,5,11,11
ENSG00000112208.10,47,55,82,64
ENSG00000267041.1,311,72,63,243
ENSG00000177764.6,485,449,444,421
ENSG00000243335.4,847,825,478,658
ENSG00000105808.13,78,51,45,49
ENSG00000151778.6,1,1,2,3
ENSG00000204310.6,12,6,6,7
ENSG00000173769.4,3,3,4,2
ENSG00000211460.7,444,1297,1292,1225
ENSG00000162512.11,510,507,471,380
ENSG00000182183.10,3,2,2,2
ENSG00000147883.9,38,34,103,175
ENSG00000134962.6,21,16,37,38
ENSG00000171853.11,800,600,678,446
ENSG00000102034.12,1962,1558,1867,1620
ENSG00000196533.6,10,5,10,10
ENSG00000160161.5,13,15,14,9
ENSG00000069998.8,1366,1275,1049,934
ENSG00000106397.7,3019,2384,2177,2098
ENSG00000119392.10,2570,2101,2274,1996
ENSG00000152402.6,179,194,189,180
ENSG00000269407.1,8,7,5,5
ENSG00000159140.13,14135,5660,11869,4952
ENSG00000240230.1,457,149,449,352
ENSG00000135698.5,922,799,705,807
ENSG00000121653.7,336,202,280,197
ENSG00000185658.9,7291,7147,6714,6607
ENSG00000187486.5,215,176,75,86
ENSG00000179256.2,0,0,0,1
ENSG00000171621.9,378,434,91,105
ENSG00000135241.12,2045,1100,1491,1451
ENSG00000100122.5,2,0,2,3
ENSG00000204640.1,1,0,1,1
ENSG00000225526.4,24,315,26,30
ENSG00000067225.13,26782,21041,22643,18457
ENSG00000154240.12,196,126,106,93
ENSG00000176198.2,1,0,0,0
ENSG00000108061.7,1380,1429,1218,1088
ENSG00000120054.7,4,4,4,3
ENSG00000164051.9,171,153,138,146
ENSG00000257093.2,1693,1517,1549,1516
ENSG00000182968.3,1,0,0,1
ENSG00000112818.5,1,1,1,2
ENSG00000171478.7,1,0,0,0
ENSG00000146909.3,1607,1148,734,641
ENSG00000162069.10,1150,1334,1072,995
ENSG00000273294.1,100,118,160,84
ENSG00000181371.2,0,0,0,0
ENSG00000135900.3,463,449,399,415
ENSG00000125414.14,0,1,1,1
ENSG00000205927.4,0,0,0,0
ENSG00000142875.15,270,81,86,142
ENSG00000135047.10,2331,1816,2193,1909
ENSG00000148795.5,2,2,5,3
ENSG00000173473.6,4497,3769,3698,3412
ENSG00000135365.11,551,304,406,254
ENSG00000145375.7,249,228,128,167
ENSG00000103502.9,2095,1971,1712,1604
ENSG00000154537.4,0,0,0,0
ENSG00000143867.5,1,1,3,3
ENSG00000168172.4,662,493,413,386
ENSG00000198513.7,31,34,28,36
ENSG00000134602.11,2284,1246,1384,2028
ENSG00000119684.11,678,621,417,294
ENSG00000065600.8,178,133,99,93
ENSG00000173914.7,1449,1182,871,906
ENSG00000102096.9,215,176,136,79
ENSG00000115107.15,287,212,162,55
ENSG00000177731.11,4918,3825,3984,3245
ENSG00000204376.7,1,0,0,1
ENSG00000179912.15,1814,1405,1883,1509
ENSG00000135070.9,561,580,493,418
ENSG00000137713.11,602,278,421,176
ENSG00000214128.6,301,11,6,223
ENSG00000088727.8,128,116,80,80
ENSG00000117407.12,91,116,32,31
ENSG00000117450.9,9090,7400,7683,6394
ENSG00000213047.7,1011,883,1066,1050
ENSG00000132323.4,420,395,398,346
ENSG00000197376.2,4,3,5,9
ENSG00000186998.11,47,34,27,44
ENSG00000169951.5,187,172,41,11
ENSG00000221968.4,247,194,244,192
ENSG00000144410.4,1,6,5,4
ENSG00000144406.14,6,6,7,13
ENSG00000073111.9,4842,3920,4360,3697
ENSG00000091490.6,263,242,294,275
ENSG00000130962.13,33,145,82,193
ENSG00000120437.7,935,819,928,652
ENSG00000187860.6,56,61,23,0
ENSG00000138136.5,0,0,0,0
ENSG00000234409.4,10,6,7,4
ENSG00000141367.7,27819,23746,26408,24521
ENSG00000227507.2,0,0,0,0
ENSG00000137709.5,1,13,3,4
ENSG00000125449.2,251,253,318,293
ENSG00000213057.4,0,0,0,0
ENSG00000149547.10,1408,2036,2015,1768
ENSG00000006695.6,231,154,268,81
ENSG00000054116.7,1048,780,836,838
ENSG00000184014.3,1179,901,907,761
ENSG00000166664.9,6,3,4,7
ENSG00000112796.5,103,169,175,127
ENSG00000186967.6,0,0,0,0
ENSG00000259243.1,30,15,24,24
ENSG00000117616.13,1000,1022,1102,588
ENSG00000198518.5,37,38,37,36
ENSG00000125434.6,45,27,51,46
ENSG00000170634.8,210,113,134,163
ENSG00000113732.4,3522,3036,2990,2248
ENSG00000131116.7,614,563,567,635
ENSG00000104907.8,1091,810,640,545
ENSG00000269545.1,3,3,16,60
ENSG00000168748.9,0,0,0,0
ENSG00000137976.7,5,3,4,5
ENSG00000137161.12,1311,993,997,844
ENSG00000138152.7,3,3,3,3
ENSG00000140506.12,28,24,5,5
ENSG00000177272.7,0,0,0,0
ENSG00000153404.9,60,29,56,39
ENSG00000235376.5,148,116,107,117
ENSG00000138400.8,18,10,12,14
ENSG00000203711.7,25,17,25,26
ENSG00000215568.3,1,2,2,5
ENSG00000181638.13,192,97,168,130
ENSG00000121270.11,13,1,6,12
ENSG00000006114.11,721,584,700,631
ENSG00000122136.9,0,0,0,1
ENSG00000176732.6,1,1,1,1
ENSG00000257955.1,1,1,1,1
ENSG00000078140.9,3123,3032,2810,2069
ENSG00000141568.15,2700,2431,6416,5437
ENSG00000118939.13,794,794,471,545
ENSG00000068976.9,23,20,19,18
ENSG00000152642.6,3728,3004,2697,2239
ENSG00000130300.4,3,5,5,5
ENSG00000102921.3,592,187,282,412
ENSG00000126953.5,537,503,265,265
ENSG00000172264.12,472,348,392,616
ENSG00000163464.7,1,1,0,1
ENSG00000205336.7,1427,1325,1339,1148
ENSG00000214919.2,2,0,2,0
ENSG00000186007.5,4,4,5,10
ENSG00000112081.12,7604,6597,6192,5776
ENSG00000117091.5,6,6,8,9
ENSG00000147231.9,7,5,8,8
ENSG00000174749.5,468,485,461,473
ENSG00000110442.7,459,357,362,324
ENSG00000267748.2,52,17,142,19
ENSG00000167842.11,519,462,474,372
ENSG00000167774.2,4,1,3,5
ENSG00000087191.8,6507,5072,5316,4594
ENSG00000064195.7,308,220,116,91
ENSG00000213002.1,0,0,0,0
ENSG00000179163.11,617,554,495,539
ENSG00000188886.3,3,3,6,3
ENSG00000178952.4,4356,3455,3310,3451
ENSG00000088356.4,1187,984,870,779
ENSG00000173264.9,637,533,555,494
ENSG00000227782.1,3,1,2,1
ENSG00000092929.7,1704,1246,1406,1334
ENSG00000167178.11,8,5,11,7
ENSG00000092054.12,1,2,2,6
ENSG00000158639.7,0,0,0,0
ENSG00000145309.5,0,0,0,0
ENSG00000204386.6,0,1,0,0
ENSG00000143815.10,635,575,591,480
ENSG00000160282.9,66,53,27,44
ENSG00000226763.3,5,21,10,5
ENSG00000067533.5,1860,1707,1311,1156
