"logFC" "logCPM" "PValue" "FDR"
"ENSG00000121964.10" 0.416656591834543 3.56073643044658 0.376165488567489 1
"ENSG00000130226.12" -0.544574842774774 1.60610288889454 0.376296084281723 1
"ENSG00000198039.7" -0.436685527594604 3.41870084206506 0.376296114090496 1
"ENSG00000153015.11" -0.406283567086944 3.86556725107104 0.376391720410577 1
"ENSG00000103512.10" 0.196028580720754 8.38280341138284 0.376566524678265 1
"ENSG00000149922.6" -0.491415450030382 1.45897422788131 0.376749348650302 1
"ENSG00000167987.6" -0.212397280954205 7.00765818510549 0.376802968276591 1
"ENSG00000102910.9" 0.211111113106535 6.27604895305782 0.376855923231505 1
"ENSG00000196724.8" 0.522542346170691 2.07819944341777 0.376868193725777 1
"ENSG00000205544.3" 0.496724935848074 2.06495830134105 0.377045262942473 1
"ENSG00000069482.6" 0.507481340157645 1.60705960738418 0.377048792784872 1
"ENSG00000121931.11" -0.271025596380436 5.26832238661021 0.377059511494631 1
"ENSG00000108010.7" 0.212875041388004 6.25184284532799 0.377136203607623 1
"ENSG00000214226.4" 0.304358771704188 4.83072949236143 0.377191568777802 1
"ENSG00000187951.6" -0.380418266072885 4.18866935090916 0.377238289926112 1
"ENSG00000165699.9" -0.206236350877647 6.60622891659011 0.377443547824874 1
"ENSG00000065882.11" -0.212477236861387 6.228050122435 0.377566502494986 1
"ENSG00000258864.1" -0.465044166083815 2.03538412403478 0.377732967981302 1
"ENSG00000111961.12" 0.291862271538429 5.86458575600249 0.377902905201468 1
"ENSG00000156564.8" -0.493586488056002 1.74402838610696 0.377935939026798 1
"ENSG00000155252.12" 0.252597499757605 5.59066440080913 0.378062018722924 1
"ENSG00000088451.6" 0.380217049467206 3.87268004376482 0.378063221656728 1
"ENSG00000229644.4" 0.442236104374646 6.30823634631798 0.378187485829987 1
"ENSG00000167925.11" -0.451261849175992 2.57826047407758 0.378298816857761 1
"ENSG00000184661.9" -0.292466171311877 4.96647351631984 0.378352578742726 1
"ENSG00000111846.11" -0.464454143339994 2.35158650449462 0.378446696469148 1
"ENSG00000174233.7" -0.210378234876302 7.47113967812813 0.3785402942335 1
"ENSG00000107130.6" 0.208652564844851 6.26721878097972 0.378858018251452 1
"ENSG00000106554.7" 0.205574362156201 9.70047834134858 0.379037567301703 1
"ENSG00000151612.11" -0.477298630494799 3.70674033138831 0.379177207484796 1
"ENSG00000145569.5" 0.389809313064751 3.81277947594306 0.379370928719603 1
"ENSG00000041357.11" -0.204518810040863 7.73275033783703 0.3793717498011 1
"ENSG00000120458.5" 0.503236566300974 3.20206050624812 0.379480008025587 1
"ENSG00000166822.8" -0.403889521923252 4.34121306021896 0.379515462200117 1
"ENSG00000106305.5" 0.278363369069302 5.12804025774805 0.379604481282818 1
"ENSG00000162994.11" -0.443117672004952 2.58579398521053 0.379708492815229 1
"ENSG00000110435.7" 0.254215182190176 5.81610376746574 0.379824588009055 1
"ENSG00000141526.10" 0.354115117464212 4.25224679125906 0.379844712648066 1
"ENSG00000122012.9" -0.263590973427897 6.61463572666276 0.379910077430828 1
"ENSG00000130023.11" -0.399812216546993 3.70573912728991 0.380414400952355 1
"ENSG00000168398.5" -0.405064238199147 3.73754347926768 0.380428245776017 1
"ENSG00000166140.13" -0.359890252759294 4.1035798955071 0.380434930686724 1
"ENSG00000157895.7" 0.402812728742649 3.57004091195139 0.380629602784448 1
"ENSG00000198951.7" 0.395823422414016 3.88185847346409 0.381337844193695 1
"ENSG00000162971.6" 0.465915776131578 2.03293434604944 0.381361040669116 1
"ENSG00000055211.8" -0.208330409154662 6.300295479745 0.381718827159569 1
"ENSG00000076770.10" -0.329599138795269 5.37528516074535 0.381769232319094 1
"ENSG00000122085.12" -0.406672194906279 3.78239172204839 0.381948504356459 1
"ENSG00000170615.10" -1.02751720182695 6.67013881486337 0.381949276886083 1
"ENSG00000177283.4" -0.408352315927562 3.3713430577974 0.382572606297458 1
"ENSG00000136720.6" -0.619087786310255 6.02201328840887 0.382609628322423 1
"ENSG00000133114.13" 0.321351081667809 4.70640805886125 0.382639762452955 1
"ENSG00000219438.4" -0.602808075243074 1.57860633733638 0.382651370211703 1
"ENSG00000099256.14" -0.46671513272769 1.98825232373213 0.382717555225057 1
"ENSG00000105538.4" -0.595226529635037 0.29564543640243 0.382799431616471 1
"ENSG00000146083.7" 0.200333291652328 6.70688613452755 0.382977234361674 1
"ENSG00000230185.4" -0.35454773758306 4.15326009630339 0.383305188496135 1
"ENSG00000215621.2" 0.536583727264059 1.28511805001296 0.383310555229679 1
"ENSG00000163141.14" -0.360328298916286 4.16622115908705 0.383317394254842 1
"ENSG00000213658.6" 0.49207769378583 1.28707816343356 0.38339863805172 1
"ENSG00000253305.1" -0.731322114983268 0.807755755278655 0.383437474177871 1
"ENSG00000113456.14" -0.413349923045136 6.44144297446221 0.383472075180426 1
"ENSG00000273303.1" -0.584729951699501 1.42874722472251 0.383593791976673 1
"ENSG00000109920.8" 0.207569720910748 7.39228835885915 0.383620132723155 1
"ENSG00000110330.4" -0.294377605804852 5.10967472023805 0.383664178077187 1
"ENSG00000151692.10" 0.482211767004738 1.623390827423 0.383668904754337 1
"ENSG00000254614.1" -0.523128101180942 0.819937676827999 0.383832176806703 1
"ENSG00000109501.9" 0.217437017337846 6.19152813807998 0.383993683166497 1
"ENSG00000005483.15" -0.200847877197686 6.91732441347434 0.384028022796727 1
"ENSG00000072756.12" 0.218491163472894 6.19383589162467 0.384233675856769 1
"ENSG00000131467.6" 0.23834631680539 5.88744435484168 0.384304269550816 1
"ENSG00000147394.14" 0.198352203499206 6.85832326166903 0.384308493233585 1
"ENSG00000082512.10" -0.247544512867321 5.60242946631007 0.384386580729488 1
"ENSG00000189079.11" -0.207000915303678 7.50065934450142 0.38442382779811 1
"ENSG00000050327.10" -0.255765530557553 5.49365139989227 0.384510614944775 1
"ENSG00000187790.6" -0.40304199862201 3.50120434625752 0.384691084638153 1
"ENSG00000110395.4" -0.204739637878856 6.43634616409781 0.384810333862915 1
"ENSG00000136877.10" -0.288222705949309 5.38242891882773 0.385190538236623 1
"ENSG00000135637.9" -0.593211200747779 1.39434366831226 0.385212721807773 1
"ENSG00000162065.7" 0.378571493598949 3.83621852066628 0.385215340162832 1
"ENSG00000088832.10" -0.279705868192995 6.45733927666145 0.385246858665455 1
"ENSG00000117226.7" -0.459498721471245 2.31644855488084 0.385299908292441 1
"ENSG00000163125.11" -0.207989008654432 7.31184877242437 0.385336070742689 1
"ENSG00000103005.7" 0.345790971777237 4.25186666422261 0.385376733655506 1
"ENSG00000170522.5" 0.589796675501274 5.04000097964855 0.385418000225435 1
"ENSG00000141582.10" -0.207825656757791 7.01214454558945 0.385741762128256 1
"ENSG00000175854.7" -0.485276040793368 3.96499168190934 0.385854302165481 1
"ENSG00000125901.5" 0.248109876284196 5.51240349155584 0.386009340131619 1
"ENSG00000143473.7" -0.598363219087964 3.5475127933009 0.386197864286121 1
"ENSG00000109576.9" -0.4023715337841 3.46065897804011 0.386423677910158 1
"ENSG00000255863.1" 0.921468797292098 1.99215996827367 0.38657337764296 1
"ENSG00000105419.13" -0.35978272627028 4.11397222852183 0.386762346131553 1
"ENSG00000172071.7" -0.287793883922717 5.09314093188035 0.386769480172515 1
"ENSG00000017621.11" -0.515192039027182 0.649802601800827 0.386899440211399 1
"ENSG00000221887.4" -0.819876125648784 0.348051054690624 0.387142770971577 1
"ENSG00000179008.4" 0.403586951348144 6.17020826490556 0.387153168230081 1
"ENSG00000196152.6" 0.393820909214354 3.53012557450165 0.38715976152653 1
"ENSG00000161103.7" 0.481532065058167 1.30060285163803 0.387180898169776 1
"ENSG00000169105.6" -0.368875828975352 3.85216031907553 0.387270124930141 1
"ENSG00000132478.5" -0.203642765412389 6.30964764273104 0.387412786938116 1
"ENSG00000185049.8" 0.233558467970711 5.94021764621833 0.387617857222619 1
"ENSG00000272741.1" -0.629962850857128 1.4111755158045 0.387677951247167 1
"ENSG00000166171.8" 0.369766649249363 4.14067403436921 0.387688525034208 1
"ENSG00000157426.9" -0.307047761221823 4.75878826575831 0.387689137373279 1
"ENSG00000123983.9" -0.207408548192743 7.44369756439718 0.387737392001048 1
"ENSG00000163393.8" -0.570938447592813 1.80518393796687 0.387834620921727 1
"ENSG00000148948.3" -0.565176347389693 0.773804231758725 0.388000560061562 1
"ENSG00000160216.14" 0.201923622356384 7.75531564378671 0.388032610807545 1
"ENSG00000167491.13" 0.205146386563565 7.42410122763125 0.388688298166621 1
"ENSG00000113593.7" -0.319872493154379 4.64772823897141 0.388993953174929 1
"ENSG00000100767.11" -0.519892959840812 0.415328362880714 0.389180708843092 1
"ENSG00000165996.9" 0.463695464741956 2.95932986245124 0.389249515744924 1
"ENSG00000052841.10" 0.220421020752417 6.13513427277603 0.389254721125231 1
"ENSG00000124571.13" 0.204033621464717 7.04854018416691 0.389637031317668 1
"ENSG00000178585.10" -0.322926425187506 4.80061710062087 0.389661853984035 1
"ENSG00000182890.3" 0.631532080497052 4.18135061497397 0.389931349298448 1
"ENSG00000181830.7" 0.202610185252343 7.25140024988013 0.38997293101917 1
"ENSG00000074935.9" 0.453856084793883 2.33089612818439 0.390104372422471 1
"ENSG00000119682.12" 0.198699979876468 6.87231839909307 0.390153331867998 1
"ENSG00000145730.16" 0.363127837410273 3.95336963866872 0.390160654476805 1
"ENSG00000140519.8" -0.551972855186328 0.828909245079727 0.390214652600151 1
"ENSG00000170545.12" 0.50404325803267 4.87421564733765 0.390256378570543 1
"ENSG00000261147.1" 0.477491557811279 2.02475462286941 0.390261575278388 1
"ENSG00000213445.4" -0.532776368952571 0.654377263068357 0.390263375206522 1
"ENSG00000231360.2" -0.435006941397908 2.96218411281586 0.390287405643324 1
"ENSG00000116497.13" -0.34945408352038 5.18995230622155 0.39042506117556 1
"ENSG00000079156.12" -0.451781227815532 2.35775817778199 0.39049966477835 1
"ENSG00000121957.8" -0.232538165718252 5.90345761458459 0.390577505583407 1
"ENSG00000164808.12" -0.210313125394457 6.67912551027059 0.390630113686988 1
"ENSG00000182534.9" -0.555290875153805 1.48752812649497 0.390685225966391 1
"ENSG00000126262.4" -0.515999584394424 0.413653222862894 0.390734479801399 1
"ENSG00000137804.8" -0.211619356634761 6.15181398338508 0.390750882182667 1
"ENSG00000181938.9" 0.407721752159949 3.81664825907541 0.390755330273204 1
"ENSG00000177854.7" -0.346189019134546 4.28661250494353 0.390836954245998 1
"ENSG00000100138.9" 0.206052463915779 7.0133338049957 0.39096332346495 1
"ENSG00000203880.7" -0.202506719433815 6.73805834026011 0.391152379300588 1
"ENSG00000111206.8" -0.31776169134747 5.86107019150375 0.391178345424572 1
"ENSG00000127328.17" -0.247486688072629 5.54454672184392 0.391217103146536 1
"ENSG00000096654.11" -0.438958107392789 2.69075515093651 0.391257604642986 1
"ENSG00000186532.7" -0.413023484847995 3.49663301893125 0.391348492870905 1
"ENSG00000185100.6" -0.47226866144403 2.22817888507235 0.391532451222396 1
"ENSG00000171848.9" -0.19715926904087 7.94015761209339 0.391832277102975 1
"ENSG00000255168.1" -0.416054852584924 3.12889536790263 0.391846097666083 1
"ENSG00000156253.2" -0.390734134094128 3.78323899086536 0.391865998650188 1
"ENSG00000118160.9" -0.607008535206408 0.616437964473373 0.392000279072852 1
"ENSG00000137814.5" 0.320445803665852 4.6274162936681 0.392061203821548 1
"ENSG00000104643.5" -0.479746227207468 3.33949205664002 0.392291883161213 1
"ENSG00000157514.12" -0.204865845083506 7.38842800909219 0.392305485388452 1
"ENSG00000154864.7" -0.524723908434989 0.749370345781827 0.392370054706434 1
"ENSG00000124575.5" -0.49071316309381 1.44177510067323 0.392483649007592 1
"ENSG00000167595.10" -0.366843782743035 3.91529356885842 0.392929228827432 1
"ENSG00000224877.3" 0.376001569101284 3.78006149389679 0.393017254710829 1
"ENSG00000150991.10" -0.222348195321845 8.44448588881373 0.393026221275996 1
"ENSG00000122642.6" -0.279036250398529 5.11642142583114 0.393113304994912 1
"ENSG00000125743.6" -0.215793634234358 7.10851146882791 0.393360852522422 1
"ENSG00000060982.10" -0.558006233338304 0.405141567411619 0.393483573987489 1
"ENSG00000153896.13" -0.517952265567894 1.14380690199262 0.393508707807688 1
"ENSG00000189060.4" 0.752994241902362 8.92490519816342 0.393544562723367 1
"ENSG00000188612.7" 0.325532591337857 4.96337692671472 0.393555052887121 1
"ENSG00000157657.10" 0.344734088677814 4.92388206876425 0.393738466193026 1
"ENSG00000171631.10" -0.433130658175258 2.7403490719945 0.39391018106201 1
"ENSG00000109107.9" 0.416855396638185 3.16189789491967 0.393913646295552 1
"ENSG00000184575.7" 0.188913633525522 8.56685573667216 0.393945962384688 1
"ENSG00000171492.10" 0.293007214038774 5.1041384555161 0.393990964269526 1
"ENSG00000126464.9" -0.202613751675641 6.3229208315547 0.394000535131554 1
"ENSG00000203697.7" 0.776183697718861 2.57747614310075 0.394163143836782 1
"ENSG00000165972.8" -0.618390452875642 0.236383593535634 0.394204074680631 1
"ENSG00000168502.13" 0.3503296618978 4.20093848290615 0.39424113929168 1
"ENSG00000225932.3" -0.442486418867679 2.11552152396824 0.394300673060354 1
"ENSG00000118997.9" -0.520442940508654 1.33690230583359 0.394317751369415 1
"ENSG00000167967.11" 0.246171563979207 5.76027250082437 0.39438024282922 1
"ENSG00000258366.3" 0.398336201634151 4.01042017216651 0.394454564734403 1
"ENSG00000118292.4" -0.607473723818795 1.35041612398489 0.394501693759386 1
"ENSG00000196663.11" 0.352459718900748 4.66160270563908 0.394510815412038 1
"ENSG00000169692.8" -0.285551883260159 5.21989757877421 0.394765023505813 1
"ENSG00000108439.5" -0.296966527080013 5.21326170433186 0.395073467752201 1
"ENSG00000128951.9" -0.244923403606644 5.52089569848945 0.395129933960996 1
"ENSG00000100625.8" -0.225314859170534 5.99706736716135 0.395182225589203 1
"ENSG00000135473.10" -0.247960865523867 5.60547209813286 0.395418702615426 1
"ENSG00000120549.11" -0.228039708296042 6.15409713619604 0.395555249321092 1
"ENSG00000105270.10" -0.471498960128222 1.95156701324583 0.395816159289939 1
"ENSG00000174428.12" -0.327581512505013 4.39567055437228 0.39591023096737 1
"ENSG00000088986.6" 0.210447958057053 6.91486898978595 0.39593816485782 1
"ENSG00000205208.4" 0.367490019595188 3.91791727906476 0.39624339739968 1
"ENSG00000149573.4" -0.328103581040031 4.64296843203386 0.3963349466029 1
"ENSG00000157538.9" 0.25367124977186 5.36379843480987 0.396406366296202 1
"ENSG00000228672.2" -0.447185155478417 2.18733742130061 0.396432665564397 1
"ENSG00000182173.8" 0.194883060393085 6.82898259941894 0.396527647783487 1
"ENSG00000165813.12" -0.224189797896375 6.08540001738214 0.396537526372879 1
"ENSG00000136492.4" -0.189225866107938 8.98767956539459 0.396547228567484 1
"ENSG00000093009.5" -0.283350411191005 5.0381864396398 0.396562148049822 1
"ENSG00000090273.9" 0.203495725711257 6.22482122659097 0.396793397035934 1
"ENSG00000152669.8" -0.513107252731438 0.78306716061509 0.396843715484378 1
"ENSG00000174738.8" -0.195556377090077 6.92887730444136 0.396899826325886 1
"ENSG00000144847.8" -0.540336959897428 0.616132453853459 0.396900170483236 1
"ENSG00000134215.11" -0.303976232524233 4.87595696576743 0.396916618270849 1
"ENSG00000154237.8" -0.4826655999799 0.942745264147627 0.397043446260441 1
"ENSG00000125430.4" 0.413877914404671 3.16237921088333 0.397119698469897 1
"ENSG00000111361.8" -0.280575529120087 6.05819824438331 0.397175742300754 1
"ENSG00000146530.7" -0.395048647249299 3.45744633388587 0.397182537633503 1
"ENSG00000111665.7" -0.370703630262991 4.33192976892095 0.397195828192291 1
"ENSG00000137822.8" -0.327053804116433 4.81401031044756 0.397207072077761 1
"ENSG00000130066.12" -0.232244407812139 5.94761624131723 0.39729166258201 1
"ENSG00000100578.10" -0.432547032057101 3.06671200472745 0.397320216296884 1
"ENSG00000180573.8" -0.197839958210023 6.49812525767699 0.397339374172606 1
"ENSG00000179399.9" -0.416999796463699 3.26742011270263 0.397359109648481 1
"ENSG00000136371.5" -0.39500871808431 3.39749440682139 0.397543125455774 1
"ENSG00000113269.9" -0.201053309329537 6.26958047377157 0.397608513705213 1
"ENSG00000172159.11" 0.465728873970904 2.85345047205589 0.397615195579888 1
"ENSG00000133104.8" -0.360942378967666 4.11340177523806 0.397637573522238 1
"ENSG00000108306.7" 0.44705888945719 2.46016097045612 0.39775590639038 1
"ENSG00000147408.10" -0.442298038181079 2.21148653111741 0.398044673319511 1
"ENSG00000196757.3" -0.548678086566831 3.85346481118733 0.398118032022857 1
"ENSG00000163009.4" -0.39018801272488 3.46095103158581 0.39813187786378 1
"ENSG00000029534.15" -0.467761033110018 1.38999056736305 0.398341493772293 1
"ENSG00000165501.12" 0.301983765857787 4.74851526675024 0.398411144435999 1
"ENSG00000130522.4" 0.206049953429981 7.62364289838911 0.39866185096799 1
"ENSG00000118689.10" 0.257512931238951 5.39127113055851 0.398751055051977 1
"ENSG00000152684.10" 0.838338661942877 1.94647193697708 0.398828472858285 1
"ENSG00000102683.6" -0.251484940956936 5.45387580521039 0.398862840665733 1
"ENSG00000196787.2" -0.274827513314574 5.12023654217336 0.398997617067786 1
"ENSG00000174628.12" 0.460598459400255 1.87732509591183 0.399042666277765 1
"ENSG00000266714.2" 0.373247463711054 3.69002123419437 0.399251011488077 1
"ENSG00000181904.8" 0.201609702180765 6.68327314902847 0.399297513460802 1
"ENSG00000177302.10" 0.241429540780914 5.57826929162083 0.399463850416625 1
"ENSG00000156531.12" -0.237427156934955 5.72460255781768 0.399575156935211 1
"ENSG00000165480.11" -0.287450347630737 5.01984119117743 0.399645490587849 1
"ENSG00000122068.8" 0.408825711604353 7.67606609096669 0.399817932224536 1
"ENSG00000132196.9" -0.456807005800108 2.62564953859184 0.400020877921481 1
"ENSG00000105287.8" -0.233744444067778 5.75705852597424 0.400318725251528 1
"ENSG00000180998.7" -0.34286580006698 4.39102556476614 0.400325678174812 1
"ENSG00000151090.13" -0.501477543786729 1.89455173306308 0.40047107040998 1
"ENSG00000183337.12" 0.200951326655285 6.2673316626681 0.400474147877414 1
"ENSG00000198453.8" -0.566718132562281 0.594847789980253 0.400509433784546 1
"ENSG00000073464.7" 0.49135529420026 0.546123787599898 0.400587705486456 1
"ENSG00000147437.5" -0.493966398148929 1.00972592897822 0.400816012655773 1
"ENSG00000175785.8" -0.518729371862449 0.913197261712593 0.400930364578725 1
"ENSG00000141646.9" 0.368658855095252 4.44336894399861 0.401073228666923 1
"ENSG00000130545.11" -0.313707592664648 5.03180124893674 0.401092083795867 1
"ENSG00000172731.9" -0.394256078069873 3.35078387353268 0.401189474171274 1
"ENSG00000160285.10" 0.208093415377493 8.46380126101889 0.401195501007429 1
"ENSG00000100288.15" -0.363072249568917 3.92070700883687 0.401201330195409 1
"ENSG00000186777.7" -0.470633496278394 2.01441053159484 0.401488395562423 1
"ENSG00000118193.7" -0.224703220886046 5.99849864174261 0.401505083761757 1
"ENSG00000119574.8" 0.329801520650246 4.3476420479299 0.401549957878103 1
"ENSG00000172382.5" 0.449963875284063 2.32268218219812 0.401746848370284 1
"ENSG00000129534.9" -0.236000341889333 5.82793123494927 0.401899600098478 1
"ENSG00000136895.14" 0.476145985744637 3.14441052438448 0.401967605167173 1
"ENSG00000173540.8" 0.395374891779529 3.35718397303557 0.40203431470529 1
"ENSG00000144468.12" 0.443167461023836 3.12318680452209 0.40215772302128 1
"ENSG00000081760.12" 0.203537802371738 7.08070423594158 0.402199281334155 1
"ENSG00000182774.6" 0.187620889723488 7.85753258201336 0.402365104796725 1
"ENSG00000151322.14" -0.431625076856199 2.90261795298611 0.402386633462614 1
"ENSG00000110697.8" -0.340412066629754 4.1940301162013 0.402413853663617 1
"ENSG00000204131.6" -0.341314999860455 4.18229620228606 0.402541016467166 1
"ENSG00000165282.9" -0.291768427502484 5.00678891415247 0.40268299088553 1
"ENSG00000173812.6" -0.226144886660996 7.73628957637793 0.402727277335137 1
"ENSG00000137824.11" 0.200201682786907 6.27020664636972 0.402799609136726 1
"ENSG00000146733.9" 0.435157194817599 2.51187774855107 0.402863820883849 1
"ENSG00000091490.6" -0.352529322303908 3.94421441929865 0.403027404483967 1
"ENSG00000254959.2" -0.63022460006201 0.629538166862696 0.403165013031307 1
"ENSG00000131351.10" -0.344701288399249 4.22751842792228 0.403282536442818 1
"ENSG00000144026.7" -0.443954019711475 2.71655035497848 0.403285879791738 1
"ENSG00000014914.15" -0.377436153726334 3.6737208140736 0.403425573919531 1
"ENSG00000148468.12" 0.568869505254684 0.606326789231083 0.403463284701196 1
"ENSG00000183431.7" 0.206199532867488 6.1556760364177 0.403526302229251 1
"ENSG00000169057.15" 0.193678645557834 7.78138938123015 0.403564768448228 1
"ENSG00000130303.8" -0.249913857662291 5.63559177004236 0.403578038567471 1
"ENSG00000175279.17" -0.421044743950126 3.07148189417026 0.403640830366348 1
"ENSG00000152213.3" -0.435639583232161 2.18102130436623 0.403671217031814 1
"ENSG00000185813.6" 0.26740757688917 5.26075578900197 0.403688322917905 1
"ENSG00000137818.7" 0.251137230940123 9.12020558800044 0.403711405769142 1
"ENSG00000104870.8" -0.54881447710145 0.737586939523293 0.403808846801746 1
"ENSG00000154920.10" -0.533043050625318 2.02954337406758 0.403822444146936 1
"ENSG00000189283.5" -0.455794850173022 2.05770439090337 0.403986500030179 1
"ENSG00000144115.12" -0.440722602310515 3.5241043129456 0.404069372934326 1
"ENSG00000112576.8" 0.197308701159668 6.35146935203297 0.404129458705487 1
"ENSG00000181192.7" -0.192457484150703 6.58216780371743 0.404306513823026 1
"ENSG00000056998.14" -0.50941806841126 1.41905619431488 0.404425547577689 1
"ENSG00000100393.9" -0.196815090527664 7.12225026296556 0.404606137444742 1
"ENSG00000138642.10" -0.200226471454605 6.78542724887452 0.404698587383235 1
"ENSG00000168077.9" -0.543034513800529 2.14831901676155 0.404834420891761 1
"ENSG00000141198.9" -0.22731342789536 6.15097923197628 0.404943319091326 1
"ENSG00000069849.6" 0.196354961216102 6.81118628050992 0.404980229327955 1
"ENSG00000162885.8" 0.289885888570324 4.83029113044182 0.405013863633054 1
"ENSG00000140398.9" -0.433491094233285 2.35681539261359 0.405014749219872 1
"ENSG00000204775.4" 0.193449969712358 6.60511007447647 0.405033319157145 1
"ENSG00000182263.9" -0.43211163976275 2.35872976306064 0.405130187616965 1
"ENSG00000183718.4" -0.285535703785681 4.87281337000233 0.405397319567805 1
"ENSG00000137288.5" -0.299428469234871 4.834847950588 0.405638049965345 1
"ENSG00000133937.3" 0.45976383058851 1.59163077082366 0.40564642928529 1
"ENSG00000134001.8" -0.213866002620961 6.60157166259849 0.405684439058309 1
"ENSG00000138448.7" -0.193532808599443 8.02261221695606 0.405724708115022 1
"ENSG00000178974.5" -0.234635964857207 5.70171810466096 0.405889668270558 1
"ENSG00000176222.7" -0.48056807500987 1.39983760302082 0.405994961604997 1
"ENSG00000174194.11" -0.372788257602971 4.64373104944944 0.406006513948203 1
"ENSG00000148175.8" -0.200296549345993 6.37508637533438 0.406030996553938 1
"ENSG00000139597.12" -0.460474201967448 2.14002007135808 0.406106481015008 1
"ENSG00000066697.10" 0.349205076166096 4.1482640957034 0.406130601495861 1
"ENSG00000178307.5" 0.261916028154724 5.16383496927629 0.406199690066596 1
"ENSG00000171435.9" -0.364680508243989 3.90150425006597 0.406510046507704 1
"ENSG00000076382.12" -0.22897849543085 5.83234280999003 0.406826143780051 1
"ENSG00000039319.12" -0.193603344750121 6.82358376883417 0.406858390215132 1
"ENSG00000213240.7" 0.237553412922176 5.67143567514355 0.406892475819382 1
"ENSG00000130529.11" -0.194868842019296 6.52952214045938 0.407021937861346 1
"ENSG00000068615.12" 0.795938798739981 3.26679725069572 0.407093602049005 1
"ENSG00000111554.10" -0.443005929114144 3.11889956298248 0.407120594617436 1
"ENSG00000156011.12" -0.236057347543991 5.5937347791126 0.407237147359571 1
"ENSG00000173674.6" 0.196006167782918 7.63148440555104 0.407381695621173 1
"ENSG00000106052.9" 0.188199249917738 8.10606311551125 0.407756788407132 1
"ENSG00000148925.6" -0.240332451248361 5.48521957914751 0.40783697829729 1
"ENSG00000139842.10" 0.213956483302806 7.2488153583249 0.407983530641882 1
"ENSG00000173226.12" 0.25037361095347 6.13735483057559 0.407990188502501 1
"ENSG00000133874.1" -0.52465874870142 0.702298970125613 0.408023363634314 1
"ENSG00000169221.9" 0.193419311500794 6.56177026156453 0.408121208449246 1
"ENSG00000085831.11" 0.225369108011289 5.88816080454781 0.408156026708254 1
"ENSG00000185252.13" 0.396633932057138 3.6292678263684 0.408185597679762 1
"ENSG00000198832.6" 0.456866838963084 1.69971345896241 0.408208120255879 1
"ENSG00000196670.9" -0.607919442765359 4.33212060479902 0.40834966431823 1
"ENSG00000152127.4" -0.304586717215501 6.33225947580023 0.408368664184015 1
"ENSG00000123739.6" -0.417081313207942 4.62086978174493 0.408381508699375 1
"ENSG00000166415.10" -0.419471836283399 2.60024999084493 0.408425962827029 1
"ENSG00000154001.9" 0.192582468942983 6.51378376892839 0.408594654336209 1
"ENSG00000260007.1" -0.902473053756528 2.98402697082423 0.408691159411361 1
"ENSG00000118804.7" -0.35086298709302 3.99905176765548 0.409081932824963 1
"ENSG00000150477.10" 0.509724488674205 1.1076822842045 0.409087217896584 1
"ENSG00000103342.8" 0.190487179835225 8.80602899523126 0.409124350623963 1
"ENSG00000187689.5" -0.341935764531292 4.10043151817173 0.409160932935903 1
"ENSG00000052126.10" -0.314190572352879 4.43207783846992 0.409192109978162 1
"ENSG00000164291.12" -0.531309796891373 0.328891977345129 0.409195515387408 1
"ENSG00000070785.12" -0.378491411050302 3.87423087537942 0.409198042378462 1
"ENSG00000110713.11" 0.190252264026645 6.78143181178995 0.409201390755476 1
"ENSG00000242247.6" 0.292314068910927 4.83109317666174 0.409218313525376 1
"ENSG00000143248.8" -0.447180734595905 2.18010883837835 0.409325972748806 1
"ENSG00000165714.6" 0.495029671984541 1.25787514495198 0.409328877309809 1
"ENSG00000100092.16" -0.300025835709328 4.80966201419004 0.409393257042686 1
"ENSG00000171700.9" 0.299336828096234 4.69557171031137 0.409431809469696 1
"ENSG00000154545.12" 0.505402328113678 0.364384530986582 0.409579766250714 1
"ENSG00000181754.6" 0.311301443816474 4.63102240512133 0.409906854736332 1
"ENSG00000111229.11" -0.193649100769533 7.87659391839374 0.409955529229135 1
"ENSG00000136824.14" -0.190128042119695 6.69745659584977 0.41009258171296 1
"ENSG00000119899.11" -0.315064989525587 4.42272600320361 0.410203072281044 1
"ENSG00000189108.8" -0.41558978764212 3.42904730694146 0.410327638168258 1
"ENSG00000148346.7" -0.430066567623105 2.28451592615979 0.410407531395485 1
"ENSG00000122359.13" 0.194471246293599 7.54174889746392 0.410414114409415 1
"ENSG00000099849.10" 0.242015432870158 5.43853506556496 0.410521044456478 1
"ENSG00000156049.6" 0.43456832201601 2.4513667751071 0.410601071025141 1
"ENSG00000198315.6" -0.228720155912808 5.76452767694894 0.410615543391789 1
"ENSG00000088727.8" 0.424991782195303 2.52968225194123 0.410768513952697 1
"ENSG00000162704.11" -0.242249185801337 5.9740181502312 0.410918558514735 1
"ENSG00000196396.5" 0.185790056385101 8.0568763443415 0.410945368681168 1
"ENSG00000158258.11" 0.470036897214714 3.29974941767591 0.411003997061256 1
"ENSG00000158850.10" 0.249452443971964 5.28829741821487 0.411039997783877 1
"ENSG00000112877.6" -0.360640512076762 3.83801203841468 0.411130550892724 1
"ENSG00000186567.8" -0.502982436630819 0.711222845630879 0.411176562664105 1
"ENSG00000115350.7" 0.263525925865185 5.29914252061794 0.411214651031507 1
"ENSG00000105679.4" 0.348760345742377 3.9095480817852 0.411227657550991 1
"ENSG00000197405.3" -0.527772863839552 1.24662152455224 0.411338619975578 1
